Title=" Lid Driven Flow"
VARIABLES="X","Y","U","V","psi","xi"
ZONE T= "BOX", I= 201, J=201, F=POINT
0 0 0 0 0.00298377 0
0.005 0 0 0 0 0
0.01 0 0 0 0 0
0.015 0 0 0 0 161.891
0.02 0 0 0 0 176.123
0.025 0 0 0 0 155.604
0.03 0 0 0 0 133.214
0.035 0 0 0 0 115.695
0.04 0 0 0 0 102.842
0.045 0 0 0 0 93.3092
0.05 0 0 0 0 85.9873
0.055 0 0 0 0 80.1429
0.06 0 0 0 0 75.3174
0.065 0 0 0 0 71.2221
0.07 0 0 0 0 67.6693
0.075 0 0 0 0 64.5326
0.08 0 0 0 0 61.7238
0.085 0 0 0 0 59.1795
0.09 0 0 0 0 56.8531
0.095 0 0 0 0 54.7096
0.1 0 0 0 0 52.7221
0.105 0 0 0 0 50.8696
0.11 0 0 0 0 49.1356
0.115 0 0 0 0 47.5069
0.12 0 0 0 0 45.9725
0.125 0 0 0 0 44.5234
0.13 0 0 0 0 43.1522
0.135 0 0 0 0 41.8522
0.14 0 0 0 0 40.6181
0.145 0 0 0 0 39.4447
0.15 0 0 0 0 38.3279
0.155 0 0 0 0 37.2637
0.16 0 0 0 0 36.2486
0.165 0 0 0 0 35.2793
0.17 0 0 0 0 34.353
0.175 0 0 0 0 33.4669
0.18 0 0 0 0 32.6184
0.185 0 0 0 0 31.8052
0.19 0 0 0 0 31.0249
0.195 0 0 0 0 30.2756
0.2 0 0 0 0 29.5553
0.205 0 0 0 0 28.862
0.21 0 0 0 0 28.1941
0.215 0 0 0 0 27.5498
0.22 0 0 0 0 26.9276
0.225 0 0 0 0 26.326
0.23 0 0 0 0 25.7437
0.235 0 0 0 0 25.1792
0.24 0 0 0 0 24.6313
0.245 0 0 0 0 24.0988
0.25 0 0 0 0 23.5807
0.255 0 0 0 0 23.0759
0.26 0 0 0 0 22.5833
0.265 0 0 0 0 22.1021
0.27 0 0 0 0 21.6314
0.275 0 0 0 0 21.1703
0.28 0 0 0 0 20.7182
0.285 0 0 0 0 20.2742
0.29 0 0 0 0 19.8378
0.295 0 0 0 0 19.4082
0.3 0 0 0 0 18.985
0.305 0 0 0 0 18.5676
0.31 0 0 0 0 18.1556
0.315 0 0 0 0 17.7484
0.32 0 0 0 0 17.3458
0.325 0 0 0 0 16.9472
0.33 0 0 0 0 16.5525
0.335 0 0 0 0 16.1612
0.34 0 0 0 0 15.7732
0.345 0 0 0 0 15.3883
0.35 0 0 0 0 15.0062
0.355 0 0 0 0 14.6267
0.36 0 0 0 0 14.2498
0.365 0 0 0 0 13.8754
0.37 0 0 0 0 13.5034
0.375 0 0 0 0 13.1336
0.38 0 0 0 0 12.7662
0.385 0 0 0 0 12.4012
0.39 0 0 0 0 12.0384
0.395 0 0 0 0 11.6781
0.4 0 0 0 0 11.3203
0.405 0 0 0 0 10.965
0.41 0 0 0 0 10.6124
0.415 0 0 0 0 10.2626
0.42 0 0 0 0 9.91574
0.425 0 0 0 0 9.57198
0.43 0 0 0 0 9.2315
0.435 0 0 0 0 8.89447
0.44 0 0 0 0 8.56108
0.445 0 0 0 0 8.23154
0.45 0 0 0 0 7.90604
0.455 0 0 0 0 7.58481
0.46 0 0 0 0 7.26806
0.465 0 0 0 0 6.956
0.47 0 0 0 0 6.64885
0.475 0 0 0 0 6.34683
0.48 0 0 0 0 6.05016
0.485 0 0 0 0 5.75904
0.49 0 0 0 0 5.47368
0.495 0 0 0 0 5.19427
0.5 0 0 0 0 4.921
0.505 0 0 0 0 4.65406
0.51 0 0 0 0 4.3936
0.515 0 0 0 0 4.13979
0.52 0 0 0 0 3.89276
0.525 0 0 0 0 3.65264
0.53 0 0 0 0 3.41955
0.535 0 0 0 0 3.19358
0.54 0 0 0 0 2.97481
0.545 0 0 0 0 2.7633
0.55 0 0 0 0 2.5591
0.555 0 0 0 0 2.36224
0.56 0 0 0 0 2.17273
0.565 0 0 0 0 1.99056
0.57 0 0 0 0 1.81571
0.575 0 0 0 0 1.64815
0.58 0 0 0 0 1.48781
0.585 0 0 0 0 1.33462
0.59 0 0 0 0 1.18851
0.595 0 0 0 0 1.04936
0.6 0 0 0 0 0.917063
0.605 0 0 0 0 0.791497
0.61 0 0 0 0 0.672521
0.615 0 0 0 0 0.559987
0.62 0 0 0 0 0.453738
0.625 0 0 0 0 0.353607
0.63 0 0 0 0 0.259419
0.635 0 0 0 0 0.170996
0.64 0 0 0 0 0.0881521
0.645 0 0 0 0 0.0106965
0.65 0 0 0 0 -0.0615637
0.655 0 0 0 0 -0.128825
0.66 0 0 0 0 -0.191284
0.665 0 0 0 0 -0.249141
0.67 0 0 0 0 -0.302596
0.675 0 0 0 0 -0.351847
0.68 0 0 0 0 -0.397094
0.685 0 0 0 0 -0.438535
0.69 0 0 0 0 -0.476366
0.695 0 0 0 0 -0.510783
0.7 0 0 0 0 -0.54198
0.705 0 0 0 0 -0.570147
0.71 0 0 0 0 -0.595472
0.715 0 0 0 0 -0.618141
0.72 0 0 0 0 -0.638335
0.725 0 0 0 0 -0.656233
0.73 0 0 0 0 -0.672006
0.735 0 0 0 0 -0.685822
0.74 0 0 0 0 -0.697843
0.745 0 0 0 0 -0.70822
0.75 0 0 0 0 -0.717099
0.755 0 0 0 0 -0.724614
0.76 0 0 0 0 -0.730891
0.765 0 0 0 0 -0.736041
0.77 0 0 0 0 -0.740164
0.775 0 0 0 0 -0.743347
0.78 0 0 0 0 -0.74566
0.785 0 0 0 0 -0.747161
0.79 0 0 0 0 -0.74789
0.795 0 0 0 0 -0.747872
0.8 0 0 0 0 -0.747117
0.805 0 0 0 0 -0.74562
0.81 0 0 0 0 -0.74336
0.815 0 0 0 0 -0.740305
0.82 0 0 0 0 -0.736407
0.825 0 0 0 0 -0.731611
0.83 0 0 0 0 -0.72585
0.835 0 0 0 0 -0.71905
0.84 0 0 0 0 -0.711132
0.845 0 0 0 0 -0.702016
0.85 0 0 0 0 -0.691618
0.855 0 0 0 0 -0.679858
0.86 0 0 0 0 -0.66666
0.865 0 0 0 0 -0.651957
0.87 0 0 0 0 -0.635689
0.875 0 0 0 0 -0.617811
0.88 0 0 0 0 -0.598292
0.885 0 0 0 0 -0.577118
0.89 0 0 0 0 -0.554296
0.895 0 0 0 0 -0.529855
0.9 0 0 0 0 -0.503847
0.905 0 0 0 0 -0.47635
0.91 0 0 0 0 -0.447472
0.915 0 0 0 0 -0.417346
0.92 0 0 0 0 -0.386137
0.925 0 0 0 0 -0.354042
0.93 0 0 0 0 -0.321286
0.935 0 0 0 0 -0.288129
0.94 0 0 0 0 -0.254862
0.945 0 0 0 0 -0.221809
0.95 0 0 0 0 -0.189326
0.955 0 0 0 0 -0.157804
0.96 0 0 0 0 -0.127663
0.965 0 0 0 0 -0.0993612
0.97 0 0 0 0 -0.073385
0.975 0 0 0 0 -0.0502522
0.98 0 0 0 0 -0.030503
0.985 0 0 0 0 -0.0146822
0.99 0 0 0 0 -0.00329682
0.995 0 0 0 0 0.00328489
1 0 0 0 0 0.0050706
0 0.005 0 0 0 0
0.005 0.005 0 0 0 0
0.01 0.005 0 0 0 73.7279
0.015 0.005 0 0 0 62.0624
0.02 0.005 0 0 0 45.7067
0.025 0.005 0 0 0 33.9355
0.03 0.005 0 0 0 26.0388
0.035 0.005 0 0 0 20.6157
0.04 0.005 0 0 0 16.7233
0.045 0.005 0 0 0 13.8087
0.05 0.005 0 0 0 11.5509
0.055 0.005 0 0 0 9.75753
0.06 0.005 0 0 0 8.3073
0.065 0.005 0 0 0 7.11973
0.07 0.005 0 0 0 6.13871
0.075 0.005 0 0 0 5.32341
0.08 0.005 0 0 0 4.64305
0.085 0.005 0 0 0 4.07376
0.09 0.005 0 0 0 3.59665
0.095 0.005 0 0 0 3.1965
0.1 0.005 0 0 0 2.86095
0.105 0.005 0 0 0 2.5798
0.11 0.005 0 0 0 2.34466
0.115 0.005 0 0 0 2.14853
0.12 0.005 0 0 0 1.98559
0.125 0.005 0 0 0 1.85097
0.13 0.005 0 0 0 1.74061
0.135 0.005 0 0 0 1.65109
0.14 0.005 0 0 0 1.57954
0.145 0.005 0 0 0 1.52356
0.15 0.005 0 0 0 1.48112
0.155 0.005 0 0 0 1.45053
0.16 0.005 0 0 0 1.43035
0.165 0.005 0 0 0 1.41937
0.17 0.005 0 0 0 1.41659
0.175 0.005 0 0 0 1.42114
0.18 0.005 0 0 0 1.4323
0.185 0.005 0 0 0 1.44945
0.19 0.005 0 0 0 1.47209
0.195 0.005 0 0 0 1.49977
0.2 0.005 0 0 0 1.53211
0.205 0.005 0 0 0 1.56879
0.21 0.005 0 0 0 1.60953
0.215 0.005 0 0 0 1.6541
0.22 0.005 0 0 0 1.70228
0.225 0.005 0 0 0 1.75389
0.23 0.005 0 0 0 1.80875
0.235 0.005 0 0 0 1.86673
0.24 0.005 0 0 0 1.92767
0.245 0.005 0 0 0 1.99145
0.25 0.005 0 0 0 2.05795
